player,season,GP_sum,MIN_sum,FG_accuracy,3P_accuracy,FT_accuracy,points_per_min,overall_shooting_accuracy
Adam Hall,2004 - 2005,52,1471.0,0.5391,0.3818,0.5839,0.5126,0.5335
Adam Hall,2007 - 2008,8,153.3,0.45,0.4211,0.5217,0.4827,0.4608
Adam Hanga,2011 - 2012,34,728.5,0.3974,0.2683,0.6667,0.3651,0.4293
Adam Hanga,2012 - 2013,32,832.9,0.4184,0.3534,0.7029,0.449,0.4776
Adam Hanga,2014 - 2015,30,859.0,0.3948,0.265,0.7119,0.369,0.4021
Adam Hanga,2015 - 2016,67,1842.6,0.4853,0.2812,0.7176,0.324,0.4942
Adam Hanga,2016 - 2017,70,1959.1,0.4704,0.3372,0.7119,0.4012,0.478
Adam Hanga,2017 - 2018,63,1468.0,0.4673,0.3273,0.6769,0.3692,0.473
Adam Hanga,2018 - 2019,62,1336.7,0.4722,0.3246,0.7239,0.4361,0.4793
Adam Hanga,2019 - 2020,55,1138.2,0.4495,0.2845,0.7375,0.3075,0.4576
Adam Heede-Andersen,2019 - 2020,19,481.1,0.4286,0.4,0.7632,0.4261,0.4676
Adam Hess,2006 - 2007,86,2527.4,0.4484,0.3652,0.8,0.4946,0.5115
Adam Hess,2007 - 2008,51,1212.9,0.4477,0.3146,0.7757,0.39,0.465
Adam Hess,2008 - 2009,80,2211.3,0.5206,0.397,0.7678,0.4952,0.5462
Adam Hess,2010 - 2011,88,1944.2,0.461,0.431,0.7627,0.3909,0.4854
Adam Hess,2011 - 2012,78,1116.2,0.4634,0.422,0.8654,0.4354,0.5138
Adam Hess,2012 - 2013,76,1797.8,0.437,0.388,0.8514,0.4806,0.4732
Adam Hess,2013 - 2014,88,1532.7,0.4042,0.3218,0.7684,0.3256,0.4208
Adam Hess,2015 - 2016,68,1194.8,0.419,0.4155,0.7812,0.4352,0.4479
Adam Hess,2016 - 2017,22,391.6,0.3289,0.2549,0.6154,0.4035,0.3529
Adam Hrycaniuk,2011 - 2012,25,598.1,0.5422,nan,0.5979,0.3979,0.5627
Adam Hrycaniuk,2012 - 2013,25,607.5,0.5297,0.0,0.7105,0.4115,0.5802
Adam Hrycaniuk,2014 - 2015,52,1148.5,0.4966,nan,0.6418,0.3309,0.5419
Adam Hrycaniuk,2015 - 2016,61,945.0,0.4661,0.0,0.6465,0.3153,0.5157
Adam Hrycaniuk,2016 - 2017,47,753.7,0.507,nan,0.6458,0.3715,0.5498
Adam Hrycaniuk,2018 - 2019,39,744.4,0.5561,1.0,0.625,0.3614,0.5741
Adam Hrycaniuk,2019 - 2020,32,547.0,0.4837,0.0,0.5957,0.3218,0.5075
Adam Johansson,2019 - 2020,28,844.4,0.4124,0.3165,0.8267,0.4169,0.4427
Adam Karahmetovic,2019 - 2020,18,144.2,0.3846,0.1429,0.5,0.1664,0.359
Adam Kemp,2014 - 2015,28,709.9,0.6186,nan,0.6083,0.4775,0.6149
Adam Kemp,2018 - 2019,30,708.7,0.6322,0.0,0.6857,0.412,0.65
Adam Kemp,2019 - 2020,21,513.9,0.6855,nan,0.6974,0.4339,0.69
Adam Kilian,2013 - 2014,18,637.0,0.4155,0.3091,0.875,0.5573,0.4737
Adam Klie,2017 - 2018,44,872.0,0.5047,0.3191,0.4835,0.3131,0.4743
Adam Kovacs,2013 - 2014,34,670.0,0.3879,0.274,0.431,0.3358,0.3719
Adam Kovacs,2015 - 2016,32,865.0,0.3976,0.1622,0.6518,0.4081,0.4187
Adam Kovacs,2016 - 2017,26,626.0,0.3906,0.2941,0.5714,0.3786,0.4124
Adam Kovacs,2017 - 2018,33,646.0,0.4481,0.1944,0.5962,0.3529,0.4433
Adam Lapeta,2011 - 2012,24,363.3,0.6667,nan,0.5526,0.234,0.6163
Adam Lapeta,2013 - 2014,27,513.4,0.4964,0.0,0.4426,0.3175,0.475
Adam Lapeta,2014 - 2015,36,706.4,0.5804,nan,0.614,0.3341,0.5953
Adam Lapeta,2017 - 2018,40,920.9,0.6513,0.0,0.596,0.3735,0.6254
Adam Lapeta,2018 - 2019,50,783.2,0.5886,0.0,0.5283,0.309,0.5519
Adam Lapeta,2019 - 2020,21,300.5,0.6154,0.0,0.5476,0.3428,0.5833
Adam Linowski,2019 - 2020,22,328.9,0.4478,0.3438,0.6,0.2524,0.4454
Adam Metelski,2011 - 2012,37,604.2,0.5455,nan,0.4412,0.2648,0.5241
Adam Mirkovic,2012 - 2013,22,439.0,0.472,0.4464,0.7105,0.3872,0.5068
Adam Mirkovic,2014 - 2015,19,485.0,0.4568,0.2836,0.7083,0.4144,0.4585
Adam Mirkovic,2016 - 2017,25,555.0,0.5238,0.3971,0.6571,0.4486,0.5261
Adam Mirkovic,2017 - 2018,25,613.6,0.5674,0.3651,0.7937,0.4482,0.5724
Adam Mirkovic,2019 - 2020,12,278.6,0.6508,0.4783,0.9615,0.4235,0.6875
Adam Mokoka,2018 - 2019,12,357.3,0.4732,0.3208,0.6552,0.3974,0.4588
Adam Moncek,2019 - 2020,26,523.3,0.4298,0.0,0.6333,0.2236,0.4503
Adam Morrison,2006 - 2007,78,2325.9,0.3761,0.3372,0.7101,0.3943,0.4099
Adam Olasz,2019 - 2020,17,115.0,0.4545,nan,0.7143,0.2174,0.5172
Adam Parada,2013 - 2014,38,623.4,0.603,0.0,0.732,0.4989,0.6431
Adam Parada,2014 - 2015,49,1121.0,0.6336,0.2,0.7305,0.4692,0.6576
Adam Parada,2015 - 2016,50,810.6,0.6667,0.3333,0.6645,0.5662,0.6612
Adam Piatek,2019 - 2020,10,14.8,0.3333,0.0,nan,0.2703,0.2
Adam Presutti,2018 - 2019,34,855.4,0.45,0.4122,0.7188,0.3425,0.4591
Adam Presutti,2019 - 2020,24,594.8,0.4645,0.4167,0.6471,0.38,0.4578
Adam Ramstedt,2017 - 2018,36,991.5,0.5784,0.2143,0.6095,0.3833,0.5611
Adam Ramstedt,2018 - 2019,38,711.6,0.6485,0.3571,0.5794,0.4623,0.613
Adam Ramstedt,2019 - 2020,13,277.7,0.5,0.25,0.55,0.3025,0.4804
Adam Revesz,2019 - 2020,21,223.0,0.6154,0.0,0.6,0.2422,0.6
Adam Ronnqvist,2013 - 2014,41,762.5,0.4386,0.3758,0.7872,0.4577,0.4507
Adam Ronnqvist,2014 - 2015,37,573.9,0.4013,0.321,0.7826,0.2962,0.41
Adam Ronnqvist,2015 - 2016,41,1012.9,0.4831,0.4785,0.8235,0.4917,0.5182
Adam Ronnqvist,2016 - 2017,45,1161.0,0.4328,0.3581,0.8462,0.4918,0.467
Adam Ronnqvist,2017 - 2018,40,829.0,0.4711,0.383,0.8788,0.544,0.5202
Adam Ronnqvist,2018 - 2019,47,1371.3,0.4795,0.4308,0.8318,0.5039,0.508
Adam Ronnqvist,2019 - 2020,31,843.8,0.4349,0.3764,0.8718,0.5084,0.4747
Adam Samek,2014 - 2015,34,664.2,0.408,0.3958,0.7308,0.2996,0.4324
Adam Samek,2015 - 2016,30,450.0,0.3895,0.325,0.65,0.2511,0.4343
Adam Samek,2016 - 2017,39,797.1,0.4472,0.3553,0.6667,0.2346,0.4406
Adam Shakil Khan,2019 - 2020,18,165.0,0.4706,0.3846,0.7,0.2667,0.4912
Adam Smith,2017 - 2018,8,230.0,0.4157,0.2857,0.8235,0.4261,0.4326
Adam Smith,2019 - 2020,18,518.1,0.4464,0.4202,0.86,0.5655,0.4911
Adam Somogyi,2019 - 2020,13,124.0,0.4167,0.2778,0.5,0.2903,0.375
Adam Stefek,2015 - 2016,27,624.3,0.4154,0.2,0.7647,0.3075,0.4458
Adam Stefek,2017 - 2018,31,599.1,0.4503,0.375,0.6061,0.3255,0.4538
Adam Szogi,2014 - 2015,27,505.0,0.3406,0.2,0.871,0.2594,0.3836
Adam Thoseby,2018 - 2019,26,765.0,0.4069,0.4,0.8448,0.3673,0.4687
Adam Toth,2011 - 2012,31,585.0,0.5774,0.0,0.7167,0.4051,0.6114
Adam Toth,2012 - 2013,42,889.0,0.5957,0.1667,0.6222,0.4421,0.5952
Adam Toth,2013 - 2014,37,606.0,0.559,0.25,0.6962,0.4521,0.5935
Adam Toth,2015 - 2016,40,752.0,0.6151,0.4706,0.5673,0.5013,0.5952
Adam Toth,2016 - 2017,34,524.0,0.5476,0.0,0.6395,0.4561,0.5742
Adam Toth,2017 - 2018,55,950.7,0.6189,0.0,0.5921,0.4397,0.6048
Adam Toth,2018 - 2019,50,1008.1,0.6189,0.0,0.625,0.4196,0.6152
Adam Toth,2019 - 2020,21,634.0,0.5556,0.3333,0.5952,0.5126,0.5556
Adam Vertetics,2011 - 2012,23,365.0,0.4857,0.4762,0.7059,0.274,0.5116
Adam Waczynski,2011 - 2012,49,1287.3,0.4854,0.337,0.8073,0.4265,0.4972
Adam Waczynski,2012 - 2013,42,1199.2,0.4946,0.4558,0.8012,0.4703,0.5588
Adam Waczynski,2013 - 2014,45,1294.0,0.4759,0.4531,0.817,0.5147,0.5341
Adam Waczynski,2014 - 2015,34,723.6,0.4409,0.4156,0.84,0.586,0.5044
Adam Waczynski,2015 - 2016,27,706.2,0.4601,0.4203,0.9022,0.5593,0.5296
Adam Waczynski,2016 - 2017,52,991.7,0.477,0.4426,0.6481,0.4094,0.4824
Adam Waczynski,2017 - 2018,62,1129.2,0.479,0.4561,0.7674,0.4942,0.5063
Adam Waczynski,2018 - 2019,55,1009.1,0.4542,0.3854,0.825,0.3815,0.4572
Adam Waczynski,2019 - 2020,44,816.0,0.4466,0.4241,0.9,0.4473,0.5132
Adam Waleskowski,2014 - 2015,70,1275.4,0.4464,0.2419,0.6604,0.392,0.4425
Adam Waleskowski,2016 - 2017,66,1294.2,0.4669,0.2344,0.8,0.4713,0.4672
Adam Waleskowski,2017 - 2018,78,1588.4,0.465,0.3786,0.6222,0.4193,0.4608
Adam Waleskowski,2018 - 2019,68,1275.6,0.4353,0.4123,0.5349,0.4265,0.4396
Adam Waleskowski,2019 - 2020,28,301.0,0.4706,0.3333,0.8462,0.4252,0.5063
Adam Weary,2017 - 2018,37,954.2,0.4078,0.3534,0.7912,0.4768,0.4513
Adam Weber,2013 - 2014,28,516.2,0.3265,0.3333,0.6452,0.2848,0.3653
Adam Wing,2016 - 2017,41,1183.2,0.4246,0.4145,0.8442,0.3127,0.4844
Adam Wirth,2016 - 2017,28,478.0,0.3919,0.2885,0.8,0.1778,0.3972
Adam Wirth,2017 - 2018,33,827.0,0.4044,0.3385,0.6615,0.3253,0.4238
Adam Wirth,2018 - 2019,25,711.0,0.3743,0.2653,0.6071,0.2644,0.3815
Adam Wirth,2019 - 2020,14,352.0,0.3544,0.2632,0.5789,0.2188,0.3603
Adam Wojcik,2001 - 2002,6,168.5,0.5614,0.4375,0.7959,0.6528,0.6393
Adam Wojcik,2002 - 2003,15,230.4,0.5,0.2857,0.7407,0.3472,0.5361
Adam Wojcik,2003 - 2004,14,373.8,0.5407,0.4167,0.6825,0.5457,0.5598
Adam Wojcik,2004 - 2005,20,514.0,0.4765,0.375,0.65,0.4144,0.5038
Adam Wojcik,2005 - 2006,14,332.5,0.4622,0.25,0.717,0.4692,0.4951
Adam Wojcik,2006 - 2007,18,274.5,0.4128,0.2857,0.6486,0.4372,0.4491
Adam Wojcik,2007 - 2008,37,577.0,0.555,0.3913,0.5854,0.4818,0.5392
Adam Zampach,2012 - 2013,34,624.9,0.4457,0.25,0.5833,0.3345,0.4472
Adam Zampach,2013 - 2014,43,749.3,0.354,0.2308,0.5625,0.2042,0.3678
Adam Zampach,2014 - 2015,38,619.5,0.3038,0.2742,0.617,0.2292,0.3521
Adama Darboe,2011 - 2012,40,1337.2,0.5071,0.45,0.8455,0.4569,0.5505
Adama Darboe,2012 - 2013,39,1375.7,0.4818,0.3781,0.8889,0.519,0.5291
Adama Darboe,2013 - 2014,39,1341.8,0.4383,0.4,0.8596,0.433,0.5283
Adama Darboe,2014 - 2015,43,1251.2,0.4889,0.4225,0.8654,0.3645,0.5419
Adama Darboe,2015 - 2016,48,1386.7,0.4584,0.3824,0.8919,0.3901,0.5042
Adama Darboe,2016 - 2017,33,702.4,0.4804,0.3864,0.7143,0.3944,0.4735
Adama Darboe,2017 - 2018,48,916.6,0.4444,0.4238,0.7805,0.3491,0.4685
Adama Darboe,2018 - 2019,47,930.7,0.4982,0.4663,0.8718,0.4384,0.5145
Adama Darboe,2019 - 2020,32,705.7,0.5217,0.4631,0.8571,0.4464,0.5294
Adams Sola,2019 - 2020,10,49.8,0.1818,0.1111,0.5,0.1205,0.1818
Adarius Avery,2019 - 2020,16,618.3,0.4722,0.2963,0.7095,0.6227,0.5378
Adas Juskevicius,2011 - 2012,35,903.8,0.4944,0.369,0.6606,0.4061,0.5109
Adas Juskevicius,2012 - 2013,14,125.0,0.4074,0.5,0.7143,0.24,0.475
Adas Juskevicius,2013 - 2014,64,1876.0,0.4127,0.3459,0.8358,0.3316,0.4558
Adas Juskevicius,2014 - 2015,67,1494.8,0.5318,0.455,0.7549,0.4148,0.542
Adas Juskevicius,2015 - 2016,57,1134.4,0.4926,0.4406,0.8243,0.4267,0.5154
Adas Juskevicius,2016 - 2017,25,480.4,0.4109,0.3793,0.7692,0.331,0.438
Adas Juskevicius,2017 - 2018,27,740.9,0.4762,0.4452,0.8333,0.4643,0.5177
Adas Juskevicius,2018 - 2019,40,859.0,0.491,0.45,0.859,0.5017,0.5278
Addison Spruill,2018 - 2019,38,1163.7,0.484,0.3793,0.8413,0.5448,0.5283
Ade Dagunduro,2009 - 2010,68,1581.8,0.5066,0.3857,0.6125,0.3869,0.5066
Ade Dagunduro,2011 - 2012,32,790.0,0.4714,0.3,0.629,0.4759,0.4906
Adelmo Delic,2012 - 2013,17,347.4,0.3529,0.1538,0.5484,0.1641,0.3611
Adem Mekic,2017 - 2018,28,752.2,0.5135,0.3605,0.7595,0.4241,0.5297
Adem Mekic,2018 - 2019,26,865.9,0.4568,0.3438,0.6554,0.3938,0.5055
Adem Mekic,2019 - 2020,16,541.5,0.5562,0.4722,0.7222,0.4986,0.5966
Adem Oren,2004 - 2005,10,269.8,0.5,0.5,0.6,0.4077,0.512
Adem Oren,2008 - 2009,6,162.4,0.5366,0.5,0.6,0.3571,0.5373
Adem Oren,2009 - 2010,6,95.8,0.5,0.4,1.0,0.3027,0.4737
Ademola Okulaja,2002 - 2003,19,487.8,0.4268,0.3023,0.64,0.3793,0.4475
Ademola Okulaja,2003 - 2004,24,714.5,0.4735,0.4625,0.7176,0.4871,0.5198
Ademola Okulaja,2006 - 2007,12,229.8,0.541,0.5238,0.6667,0.396,0.5631
Ademola Okulaja,2007 - 2008,81,1953.8,0.4595,0.29,0.5528,0.4059,0.445
Ademola Olulaja,2001 - 2002,12,334.6,0.4463,0.3158,0.6,0.4304,0.4523
Adi Alikadic,2019 - 2020,26,421.4,0.3759,0.34,0.6667,0.3465,0.3825
Adi Cohen,2019 - 2020,27,526.0,0.3669,0.1622,0.4524,0.2414,0.3486
Adi Sarajlic,2013 - 2014,20,315.4,0.3014,0.0909,0.7674,0.2505,0.413
Adi Sarajlic,2014 - 2015,33,856.0,0.3852,0.3485,0.8148,0.3505,0.4508
Adi Sarajlic,2016 - 2017,21,428.2,0.4218,0.3605,0.8214,0.4694,0.481
Adi Zahiragic,2014 - 2015,32,696.1,0.3826,0.36,0.7,0.1853,0.4048
Adi Zahiragic,2015 - 2016,29,659.9,0.3543,0.2941,0.5833,0.1849,0.3438
Adi Zahiragic,2017 - 2018,30,827.4,0.3529,0.3103,0.75,0.2393,0.4035
Adi Zahiragic,2018 - 2019,38,820.0,0.3742,0.3565,0.7692,0.2159,0.402
Adi Zahiragic,2019 - 2020,12,323.3,0.3623,0.3273,0.6429,0.2382,0.3768
Adika Peter-McNeilly,2017 - 2018,70,1577.8,0.3682,0.3099,0.6905,0.3448,0.3758
Adin Vrabac,2013 - 2014,30,779.4,0.4538,0.2162,0.6306,0.4131,0.4584
Adin Vrabac,2014 - 2015,64,1255.4,0.4076,0.2444,0.5256,0.3218,0.4137
Adin Vrabac,2015 - 2016,13,204.0,0.551,0.5,0.6552,0.3873,0.5778
Adin Vrabac,2016 - 2017,16,263.0,0.507,0.25,0.4688,0.346,0.4622
Adin Vrabac,2018 - 2019,36,781.9,0.4389,0.254,0.525,0.4348,0.4067
Adin Vrabac,2019 - 2020,18,524.5,0.4278,0.2125,0.6133,0.4366,0.4183
Admir Alic,2011 - 2012,44,1179.9,0.4311,0.3704,0.625,0.3848,0.4399
Admir Alic,2012 - 2013,36,920.4,0.4691,0.3241,0.6032,0.3596,0.4529
Admir Alic,2013 - 2014,44,1303.9,0.4745,0.3351,0.675,0.4057,0.4589
Admir Alic,2014 - 2015,44,1097.3,0.4623,0.3657,0.7292,0.3654,0.486
Admir Alic,2015 - 2016,35,771.9,0.4208,0.2821,0.6875,0.2708,0.4272
Admir Dzihan,2019 - 2020,16,139.8,0.3902,0.1818,0.4286,0.279,0.3286
Admir Nurkovic,2017 - 2018,10,189.0,0.1951,0.1154,0.6,0.1323,0.2208
Admir Nurkovic,2019 - 2020,10,62.0,0.2105,0.1667,0.5,0.2258,0.2564
Adnan Arslanagic,2018 - 2019,26,707.5,0.4435,0.303,0.7143,0.4523,0.4719
Adnan Arslanagic,2019 - 2020,18,518.3,0.4115,0.25,0.6506,0.4457,0.433
Adnan Chuk,2011 - 2012,49,1322.6,0.3708,0.25,0.8242,0.2041,0.4536
Adnan Chuk,2012 - 2013,41,949.6,0.3766,0.3095,0.8065,0.1885,0.469
Adnan Chuk,2013 - 2014,49,1255.5,0.3908,0.2857,0.8235,0.1959,0.4347
Adnan Hajder,2013 - 2014,31,780.4,0.4595,0.3696,0.6061,0.2435,0.4469
Adnan Hodzic,2011 - 2012,68,1423.6,0.5043,0.4,0.7846,0.4201,0.5463
Adnan Hodzic,2012 - 2013,29,855.0,0.5706,0.2571,0.7294,0.5368,0.5761
Adomas Drungilas,2015 - 2016,41,1119.1,0.5032,0.36,0.6048,0.3816,0.5
Adomas Drungilas,2016 - 2017,42,1058.0,0.618,0.2424,0.646,0.5463,0.6042
Adomas Drungilas,2019 - 2020,17,529.3,0.5326,0.4154,0.6533,0.5139,0.537
Adonal Foyle,1999 - 2000,76,1652.0,0.5079,nan,0.3778,0.2542,0.483
Adonal Foyle,2001 - 2002,79,1485.0,0.4442,nan,0.3978,0.2552,0.4351
Adonal Foyle,2002 - 2003,82,1787.0,0.5362,0.0,0.6731,0.2462,0.5667
Adonal Foyle,2004 - 2005,78,1702.0,0.5016,nan,0.5556,0.2068,0.5117
Adonal Foyle,2005 - 2006,77,1823.8,0.5067,nan,0.6119,0.1892,0.5259
Adonal Foyle,2007 - 2008,82,773.7,0.4575,nan,0.4706,0.2016,0.4599
Adonis Filer,2018 - 2019,6,171.0,0.3571,0.2273,0.8824,0.4094,0.4128
Adonis Thomas,2016 - 2017,38,998.0,0.4463,0.4173,0.7424,0.4319,0.4736
Adonis Thomas,2017 - 2018,35,875.6,0.4488,0.3846,0.6154,0.3483,0.445
Adonis Thomas,2018 - 2019,64,1570.4,0.4028,0.3333,0.7917,0.3872,0.427
Adonis Thomas,2019 - 2020,13,303.0,0.4348,0.3721,0.9,0.3465,0.4483
Adonte Parker,2013 - 2014,56,1519.8,0.3974,0.3742,0.7172,0.5066,0.4468
Adonte Parker,2015 - 2016,35,983.1,0.3588,0.288,0.6875,0.4476,0.3915
Adonte Parker,2017 - 2018,26,832.0,0.3445,0.2795,0.8014,0.512,0.4226
Adonte Parker,2019 - 2020,44,776.1,0.3893,0.3465,0.7941,0.442,0.4597
Adonys Henriquez,2018 - 2019,44,805.4,0.4792,0.3893,0.7368,0.4842,0.4912
Adonys Henriquez,2019 - 2020,24,595.4,0.4821,0.4643,0.8367,0.5626,0.5194
Adreian Payne,2019 - 2020,25,490.8,0.5225,0.4286,0.7971,0.5644,0.5559
Adrian Autry,2000 - 2001,18,383.0,0.5,0.4062,0.6042,0.3394,0.5119
Adrian Banks,2011 - 2012,23,773.0,0.4441,0.3495,0.8227,0.6391,0.5145
Adrian Banks,2012 - 2013,40,1217.0,0.4523,0.2917,0.8102,0.4552,0.4944
Adrian Banks,2014 - 2015,30,919.0,0.4884,0.3582,0.814,0.5005,0.5756
Adrian Banks,2015 - 2016,39,1265.1,0.4587,0.3194,0.8404,0.5288,0.5315
Adrian Banks,2016 - 2017,31,672.0,0.4356,0.3396,0.8387,0.4226,0.4733
Adrian Banks,2017 - 2018,38,906.0,0.5097,0.3557,0.75,0.4768,0.5046
Adrian Banks,2018 - 2019,32,1033.0,0.4425,0.3168,0.8203,0.4937,0.4833
Adrian Banks,2019 - 2020,20,645.0,0.4583,0.4145,0.8807,0.6558,0.5301
Adrian Boccia,2011 - 2012,49,1341.4,0.4686,0.1905,0.5085,0.3877,0.4492
Adrian Boccia,2012 - 2013,54,1606.7,0.5677,0.3582,0.5826,0.4307,0.5506
Adrian Boccia,2013 - 2014,57,1693.9,0.5194,0.1951,0.6164,0.4581,0.5219
Adrian Boccia,2014 - 2015,54,1568.2,0.5191,0.2041,0.619,0.4209,0.5152
Adrian Boccia,2015 - 2016,54,1665.9,0.4666,0.3254,0.7143,0.4844,0.4873
Adrian Boccia,2016 - 2017,62,1749.7,0.4483,0.2597,0.7062,0.4738,0.4597
Adrian Boccia,2017 - 2018,43,1241.6,0.4401,0.2967,0.6952,0.4236,0.4603
Adrian Boccia,2018 - 2019,48,1445.4,0.5082,0.3766,0.6837,0.4711,0.5044
Adrian Boccia,2019 - 2020,23,704.6,0.5242,0.3889,0.5781,0.4613,0.5078
Adrian Bogucki,2019 - 2020,22,548.3,0.5783,0.0,0.6812,0.4359,0.6059
Adrian Bowie,2017 - 2018,30,980.0,0.5213,0.2388,0.7456,0.5939,0.5502
Adrian Bowie,2018 - 2019,27,1008.4,0.5344,0.2991,0.775,0.5405,0.5403
Adrian Bowie,2019 - 2020,15,387.1,0.4476,0.2683,0.6857,0.4211,0.4521
Adrian Casas,2013 - 2014,36,775.2,0.5067,0.4,0.8222,0.3883,0.5194
Adrian Diaz,2016 - 2017,32,643.4,0.7047,0.0,0.7174,0.5766,0.7057
Adrian Diaz,2017 - 2018,37,860.6,0.6931,1.0,0.6554,0.6031,0.6795
Adrian Griffin,1999 - 2000,72,1927.0,0.4237,0.2807,0.7532,0.2517,0.4936
Adrian Griffin,2002 - 2003,89,1504.0,0.4312,0.2593,0.8529,0.2407,0.4533
Adrian Griffin,2004 - 2005,74,754.0,0.3842,0.2222,0.7551,0.2454,0.4516
Adrian Griffin,2005 - 2006,72,1594.7,0.4943,0.0,0.7869,0.1931,0.546
Adrian Gutoaia,2011 - 2012,33,542.2,0.4085,0.2615,0.6154,0.3043,0.4131
Adrian Gutoaia,2013 - 2014,47,883.8,0.4865,0.3056,0.7736,0.3281,0.4752
Adrian Gutoaia,2016 - 2017,23,666.1,0.3931,0.3095,0.5,0.2657,0.3798
Adrian Henning,2012 - 2013,46,1383.8,0.4286,0.2024,0.6171,0.3635,0.4486
Adrian Henning,2014 - 2015,50,1544.3,0.5475,0.3846,0.7012,0.4468,0.5556
Adrian Kuyinu,2019 - 2020,13,163.0,0.3265,0.2593,0.7,0.2822,0.3488
Adrian Majstrovich,2014 - 2015,17,525.6,0.3744,0.3175,0.7255,0.3862,0.4207
Adrian Mitchell,2016 - 2017,32,704.1,0.3784,0.3448,0.75,0.2812,0.3938
Adrian Mitchell,2017 - 2018,42,845.2,0.403,0.3273,0.72,0.2769,0.4238
Adrian Moss,2012 - 2013,48,1276.0,0.4092,0.3234,0.814,0.3895,0.4626
Adrian Moss,2013 - 2014,47,1383.2,0.4147,0.3952,0.7802,0.3962,0.4523
Adrian Moss,2015 - 2016,26,759.6,0.454,0.1613,0.7404,0.4976,0.4989
Adrian Movileanu,2016 - 2017,19,349.0,0.3737,0.3393,nan,0.2665,0.3613
Adrian Movileanu,2019 - 2020,17,494.6,0.3875,0.31,0.7647,0.3397,0.3827
Adrian O'Sullivan,2015 - 2016,5,76.5,0.1739,0.0,1.0,0.183,0.303
Adrian Rodgers,2016 - 2017,31,1031.5,0.4773,0.3178,0.7818,0.4624,0.4768
Adrian Rodgers,2018 - 2019,20,755.5,0.4261,0.3841,0.7442,0.5692,0.4384
Adrian Rosu,2019 - 2020,13,303.0,0.4388,0.4,0.92,0.4521,0.487
Adrian Schonning,2013 - 2014,19,361.0,0.4812,0.3939,0.5,0.4044,0.4659
Adrian Schonning,2014 - 2015,21,685.3,0.3963,0.3333,1.0,0.375,0.4021
Adrian Schonning,2015 - 2016,21,353.4,0.375,0.25,0.7059,0.3282,0.3679
Adrian Sulinski,2015 - 2016,30,514.1,0.2913,0.2857,0.7059,0.2334,0.3487
Adrian Trandafir,2019 - 2020,17,253.4,0.3582,0.2927,0.7778,0.2644,0.3675
Adrian Tudor,2013 - 2014,23,501.9,0.3846,0.2195,0.5294,0.2132,0.3743
Adrian Tudor,2015 - 2016,28,559.2,0.3985,0.325,0.8125,0.2825,0.4286
Adrian Tudor,2016 - 2017,27,496.0,0.4444,0.4098,0.8,0.2762,0.4895
Adrian Uter,2011 - 2012,32,1089.0,0.5115,0.0,0.6118,0.3893,0.5577
Adrian Uter,2012 - 2013,32,1053.0,0.5194,0.0,0.6364,0.4634,0.5597
Adrian Uter,2013 - 2014,48,949.3,0.557,0.25,0.7088,0.4877,0.6086
Adrian Uter,2014 - 2015,37,1095.0,0.5357,0.35,0.6511,0.4749,0.5753
Adrian Uter,2015 - 2016,40,1012.0,0.5541,0.3478,0.6938,0.4615,0.5895
Adrian Uter,2019 - 2020,49,1162.2,0.5289,0.36,0.6528,0.4035,0.5553
Adrian Vaida,2019 - 2020,12,111.3,0.3333,0.2727,1.0,0.2695,0.4167
Adrian Zamora,2012 - 2013,39,772.2,0.5827,0.2353,0.64,0.4714,0.5822
Adrian Zamora,2014 - 2015,49,726.9,0.6196,0.5,0.6761,0.3838,0.6322
Adrian Zamora,2018 - 2019,34,558.5,0.5649,0.3,0.5283,0.3671,0.5438
Adrian Zamora,2019 - 2020,33,474.8,0.56,0.0909,0.4333,0.3243,0.506
Adriano Alves,2019 - 2020,17,234.0,0.5283,nan,0.6667,0.3932,0.5981
Adrians Snipke,2019 - 2020,13,164.4,0.3276,0.3,0.6,0.3224,0.3301
Adrien Moerman,2005 - 2006,26,61.0,0.5,0.0,0.75,0.4918,0.5294
Adrien Moerman,2008 - 2009,33,677.0,0.4076,0.3077,0.7179,0.3752,0.4121
Adrien Moerman,2009 - 2010,43,799.2,0.3962,0.2759,0.7544,0.3566,0.411
Adrien Moerman,2010 - 2011,30,717.0,0.3975,0.3529,0.7234,0.3682,0.4249
Adrien Moerman,2011 - 2012,29,759.0,0.4188,0.3846,0.7381,0.4348,0.439
Adrien Moerman,2012 - 2013,49,840.1,0.4032,0.3459,0.75,0.3357,0.4242
Adrien Moerman,2013 - 2014,40,1189.0,0.4353,0.3006,0.6759,0.4138,0.4411
Adrien Moerman,2014 - 2015,57,1630.2,0.4865,0.3966,0.7658,0.4644,0.4968
Adrien Moerman,2015 - 2016,50,1619.2,0.4935,0.4404,0.8067,0.5089,0.5158
Adrien Moerman,2016 - 2017,56,1277.4,0.4302,0.3618,0.7742,0.3977,0.441
Adrien Moerman,2017 - 2018,69,1527.4,0.4778,0.3648,0.6203,0.3837,0.4586
Adrien Moerman,2018 - 2019,60,1839.3,0.5034,0.3843,0.8316,0.4186,0.5059
Adrien Moerman,2019 - 2020,12,170.1,0.5814,0.3846,0.7,0.3645,0.5606
Adrien Sturt,2011 - 2012,27,621.9,0.4381,0.2955,0.7111,0.4116,0.4373
Adrien Sturt,2012 - 2013,34,916.2,0.4328,0.32,0.7647,0.4977,0.4545
